gene;Fiper_consensus_PANCancer;ADAM_PANCancer;Fiper_consensus_lung;ADAM_lung;Fiper_consensus_LungNeuro;ADAM_LungNeuro;Fiper_consensus_NSCLC;ADAM_NSCLC;Fiper_consensus_bone;ADAM_bone;Fiper_consensus_Osteosarcoma;ADAM_Osteosarcoma;Fiper_consensus_Ewing;ADAM_Ewing
TNNI3K;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNNT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNNT2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNNT3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNPO1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNPO2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNPO3;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TNR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNRC18;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNRC6A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNRC6B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNRC6C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNS3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNS4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TNXB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOE1;NE;NE;NE;NE;NE;NE;NE;E;NE;NE;E;NE;NE;NE
TOGARAM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOGARAM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOLLIP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOM1L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOM1L2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM20;E;NE;E;E;E;E;E;E;E;E;E;E;E;E
TOMM20L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM22;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOMM34;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM40;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOMM40L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOMM70;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TONSL;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOP1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOP1MT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOP2A;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOP2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOP3A;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOP3B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOPAZ1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOPBP1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TOPORS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR1AIP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR1AIP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR3A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOR4A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOX;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOX2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOX3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TOX4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53AIP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53BP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53BP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53I11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53I13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53I3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53INP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53INP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP53RK;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TP53TG5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP63;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TP73;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPBG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPBGL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPCN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPCN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPD52;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPD52L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPD52L2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPD52L3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPGS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPGS2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPH1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPH2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPI1;E;NE;NE;E;NE;NE;NE;E;NE;E;NE;NE;E;E
TPK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPMT;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPPP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPPP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPPP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPR;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TPRA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPRG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPRG1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPRKB;E;NE;NE;E;NE;NE;NE;E;E;NE;E;NE;E;NE
TPRN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPRX1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPSAB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPSD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPSG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPST1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPST2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPT1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TPTE2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TPX2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRA2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRA2B;NE;NE;NE;E;NE;NE;NE;E;E;NE;NE;NE;E;NE
TRABD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRABD2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRABD2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRADD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF3IP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF3IP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF3IP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAF7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAFD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAIP;E;NE;NE;E;NE;E;NE;E;E;E;E;E;E;E
TRAK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAM1L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRANK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC11;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC2L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC3;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC3L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC4;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC5;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC6A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC6B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAPPC8;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRAPPC9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRARG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRAT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRDMT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRDN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREML1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREML2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREML4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRERF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREX1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TREX2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRH;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRHDE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRHR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIAP1;E;E;E;E;NE;E;E;E;E;E;E;E;E;E
TRIB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIB3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM17;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM21;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM22;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM23;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM24;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM25;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM26;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM27;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM28;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM29;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM31;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM32;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM33;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM34;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM35;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM36;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM37;E;NE;E;E;E;NE;E;E;E;NE;E;NE;E;NE
TRIM38;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM39;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM40;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM41;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM42;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM43;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM44;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM45;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM46;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM47;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM49B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM49D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM50;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM52;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM54;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM55;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM56;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM58;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM59;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM60;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM61;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM62;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM63;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM65;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM67;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM68;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM69;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM71;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM72;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM77;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIM9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIML1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIML2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIOBP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIP6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIQK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRIT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT10A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT10B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT10C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT112;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRMT12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT44;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT5;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRMT6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT61A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT61B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMT9B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRMU;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRNAU1AP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRNP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRNT1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TROAP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPA1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC4AP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPC7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPM7;E;NE;E;E;E;E;E;E;NE;NE;E;NE;NE;NE
TRPM8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPS1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRPV6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TRRAP;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TRUB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
